Road Code,From (km),To (km),Depot,EE,CE,Province,Count
B0140,0,500,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0140,0,560,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0140,0,4960,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0140,0,1350,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0140,0,80,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0140,0,2450,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0141,0,5640,Welewatta,Matara,Matara,Southern Province,
B0141,5640,18765,Tangalle,Tangalle,Hambantota,Southern Province,
B0142,0,7255,Welewatta,Matara,Matara,Southern Province,
B0142,7255,11110,Tangalle,Tangalle,Hambantota,Southern Province,
B0143,0,15820,Baddegama,Galle,Galle,Southern Province,9.0
B0144,0,1010,Kalawellawa,Horana,Kalutara,Western Province,
B0145,0,850,Kaluaggala,Avissawella,Colombo,Western Province,
B0146,0,230,Kaluaggala,Avissawella,Colombo,Western Province,
B0146,230,24385,Pugoda,Nittambuwa,Gampaha,Western Province,
B0147,0,9040,Ella,Bandarawela,Badulla,UVA Province,
B0148,0,10660,Harangala,Norwood,Nuwara Eliya,Central Province,
B0148,10660,16700,Ramboda,Nuwara Eliya,Nuwara Eliya,Central Province,
B0149,0,12021,Norwood,Norwood,Nuwara Eliya,Central Province,1.0
B0149,12021,31760,Maskeliya,Norwood,Nuwara Eliya,Central Province,1.0
B0150,0,7570,Palipana,Kandy,Kandy,Central Province,
B0151,0,3755,Wattala,Negambo,Gampaha,Western Province,
B0152,0,7435,Wattala,Negambo,Gampaha,Western Province,
B0153,0,15115,Baddegama,Galle,Galle,Southern Province,8.0
B0154,0,13040,Kadugannawa,Kadugannawa,Kandy,Central Province,
B0155,0,5370,Minneriya,Habarana,Polonnaruwa,North Central Province,
B0156,0,24970,Malgalla,Hiniduma,Galle,Southern Province,
B0156,24970,30450,Indikatudeniya,Deniyaya,Matara,Southern Province,24.0
B0157,0,20995,Madurawala,Horana,Kalutara,Western Province,
B0157,20995,27000,Kalutara,Kalutara,Kalutara,Western Province,
B0157,27000,32000,Bellana,Agalawatta,Kalutara,Western Province,
B0157,32000,48670,Horawala,Agalawatta,Kalutara,Western Province,
B0157,48670,53780,Naboda,Kalutara,Kalutara,Western Province,
B0158,0,20790,Horawala,Agalawatta,Kalutara,Western Province,
B0158,20790,25650,Thalgaswala,Hiniduma,Galle,Southern Province,48.0
B0159,0,15980,Kiribamuna,Kurunegala,Kurunegala,North Western Province,
B0159,15980,34715,Koonwewa,Maho,Kurunegala,North Western Province,
B0160,0,13600,Epitawala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0161,0,4455,Kadawatha,Gampaha,Gampaha,Western Province,
B0162,0,8865,Inamaluwa,Nalanda,Matale,Central Province,
B0163,0,2980,Ingiiriya,Horana,Kalutara,Western Province,
B0164,0,1500,Mankadawala,Anuradhapura,Anuradhapura,North Central Province,
B0165,0,3460,Jaffna,Jaffna,Jaffna,Northern Province,
B0166,0,18900,Nakkawatta,Kuliyapitiya,Kurunegala,North Western Province,
B0167,0,14000,Dunupathanga,Maho,Kurunegala,North Western Province,1.0
B0168,0,3000,Kadawatha,Gampaha,Gampaha,Western Province,
B0168,3000,7940,Ja-ela,Negambo,Gampaha,Western Province,
B0169,0,3500,Kadawatha,Gampaha,Gampaha,Western Province,
B0170,0,11315,Changani,Jaffna,Jaffna,Northern Province,
B0171,see comment,3720,Changani,Jaffna,Jaffna,Northern Province,
B0172,0,11375,Kadugannawa,Kadugannawa,Kandy,Central Province,1.0
B0172,11375,16945,Gampola,Kadugannawa,Kandy,Central Province,
B0173,0,8025,Kadugannawa,Kadugannawa,Kandy,Central Province,
B0174,0,9490,Kaduwela,Colombo,Colombo,Western Province,
B0175,,,Karandeniya,Galle,Galle,Southern Province,
B0176,0,8360,Baddegama,Galle,Galle,Southern Province,9.0
B0177,0,12210,Kiralabokka,Kurunegala,Kurunegala,North Western Province,
B0178,0,6820,Kokkawila,Chilaw,Chilaw,North Western Province,11.0
B0179,0,4020,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0180,0,13200,Alupothuwila,Matale,Matale,Central Province,
B0181,0,15010,Kalawana,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0181,15010,45880,Pothupitiya sub,Embilipitiya,Ratnapura,Sabaragamuwa Province,
B0182,0,4535,Vijithapura,Maradankadawala,Anuradhapura,North Central Province,
B0183,0,10200,Mirigama,Nittambuwa,Gampaha,Western Province,
B0184,0,5640,Walachchenei,Batticaloa,Batticaloa,Eastern Province,
B0185,0,,Walachchenei,Batticaloa,Batticaloa,Eastern Province,
B0186,0,1060,Chavalakadi,Kalmunai,Akkaraipattu,Add.P Akkaraipattu,
B0187,0,4400,Chavalakadi,Kalmunai,Akkaraipattu,Add.P Akkaraipattu,
B0188,0,13615,Kaluaggala,Avissawella,Colombo,Western Province,
B0189,0,11430,Norton Bridge,Norwood,Nuwara Eliya,Central Province,1.0
B0190,0,8855,Kiralabokka,Kurunegala,Kurunegala,North Western Province,
B0190,8855,21190,Dunupathanga,Maho,Kurunegala,North Western Province,
B0191,0,5655,Kalutara,Kalutara,Kalutara,Western Province,
B0192,0,3485,Velanai,Jaffna,Jaffna,Northern Province,
B0193,0,2430,Velanai,Jaffna,Jaffna,Northern Province,
B0194,0,1150,Matale,Matale,Matale,Central Province,
B0195,see map,14960,Tennekumbura,Kandy,Kandy,Central Province,
B0196,0,3040,Kanthale,Trincomalee,Trincomalee,Eastern Province,
B0197,0,7080,Changani,Jaffna,Jaffna,Northern Province,
B0198,0,1580,Jaffna,Jaffna,Jaffna,Northern Province,
B0199,0,8875,Rambukkana,Kegalle,Kegalle,Sabaragamuwa Province,
B0200,0,410,Medawacchiya,Medawachchiya,Anuradhapura,North Central Province,
B0201,0,14005,Karuwalagaswewa,Puttalam,Chilaw,North Western Province,
B0201,14005,19300,Anamaduwa,Puttalam,Chilaw,North Western Province,
B0202,0,5153,Weerawila,Hambantota,Hambantota,Southern Province,
B0203,0,1720,Jaffna,Jaffna,Jaffna,Northern Province,
B0204,0,1800,Ratmalana,Colombo,Colombo,Western Province,
B0205,0,7110,Malpana,Kundasale,Kandy,Central Province,1.0
B0205,7110,33820,Panwila,Kundasale,Kandy,Central Province,1.0
B0206,0,9335,Palipana,Kandy,Kandy,Central Province,
B0207,0,16650,Naboda,Kalutara,Kalutara,Western Province,
B0208,0,7000,Negambo unit,Negambo,Gampaha,Western Province,
B0208,7000,18910,Minuwangoda,Gampaha,Gampaha,Western Province,
B0208,18910,22240,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0209,0,1920,Medawacchiya,Medawachchiya,Anuradhapura,North Central Province,
B0210,0,1010,Kebithigollewa,Medawachchiya,Anuradhapura,North Central Province,
B0211,0,15000,Kebithigollewa,Medawachchiya,Anuradhapura,North Central Province,
B0211,15000,33670,Padaviya,Medawachchiya,Anuradhapura,North Central Province,1.0
B0212,0,6950,Heenukkiriyawa,Maradankadawala,Anuradhapura,North Central Province,
B0213,0,17320,Maradankadawala,Maradankadawala,Anuradhapura,North Central Province,
B0213,17320,37580,Thalawa,Anuradhapura,Anuradhapura,North Central Province,
B0214,0,18460,Pattiwila,Gampaha,Gampaha,Western Province,
B0214,18460,28520,Gampaha,Gampaha,Gampaha,Western Province,
B0215,0,3300,Pattiwila,Gampaha,Gampaha,Western Province,
B0216,0,4520,Kesbewa,Avissawella,Colombo,Western Province,
B0216,4520,12070,Bandaragama,Kalutara,Kalutara,Western Province,
B0217,0,1649,Thalgaswala,Hiniduma,Galle,Southern Province,47.0
B0218,0,6735,Inamaluwa,Nalanda,Matale,Central Province,
B0219,0,470,Gampaha,Gampaha,Gampaha,Western Province,
B0220,0,2605,Kadawatha,Gampaha,Gampaha,Western Province,
B0221,0,3710,Kadawatha,Gampaha,Gampaha,Western Province,
B0221,3710,4755,Pattiwila,Gampaha,Gampaha,Western Province,
B0222,0,7018,Epitawala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0222,7018,14510,Parakaduwa,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0223,0,5670,Molamure,Pelmadulla,Ratnapura,Sabaragamuwa Province,
B0224,0,15250,Kalutara,Kalutara,Kalutara,Western Province,
B0224,15250,17030,Madurawala,Horana,Kalutara,Western Province,
B0225,0,12520,Minuwangoda,Gampaha,Gampaha,Western Province,
B0226,0,2965,Gampaha,Gampaha,Gampaha,Western Province,
B0227,0,13860,Andigama,Puttalam,Chilaw,North Western Province,
B0228,0,9200,Madampalla ,Negambo,Gampaha,Western Province,
B0229,0,2400,Ratmalana,Colombo,Colombo,Western Province,
B0230,0,1220,Jaffna,Jaffna,Jaffna,Northern Province,
B0230,1220,8600,Changani,Jaffna,Jaffna,Northern Province,
B0231,0,3070,Orugodawatta,Colombo,Colombo,Western Province,
B0232,0,2180,Orugodawatta,Colombo,Colombo,Western Province,
B0233,0,540,Nugaduwa,Galle,Galle,Southern Province,10.0
B0234,0,4310,Thisa Wewa,Anuradhapura,Anuradhapura,North Central Province,
B0235,0,6235,Ratmalana,Colombo,Colombo,Western Province,
B0236,0,11600,Ella,Bandarawela,Badulla,UVA Province,
B0237,0,6910,Madampalla ,Negambo,Gampaha,Western Province,
B0237,6910,8140,Mirigama,Nittambuwa,Gampaha,Western Province,
B0238,0,12970,Kottawa,Hiniduma,Galle,Southern Province,
B0239,0,11600,Homagama,Avissawella,Colombo,Western Province,
B0239,11600,15250,Ingiriya,Horana,Kalutara,Western Province,
B0240,0,2550,Nawala,Colombo,Colombo,Western Province,
B0240,2550,13100,Kaduwela,Colombo,Colombo,Western Province,
B0240,13100,28070,Galagedara,Avissawella,Colombo,Western Province,
B0241,0,3075,Negambo unit,Negambo,Gampaha,Western Province,
B0242,0,11680,Malpana,Kundasale,Kandy,Central Province,1.0
B0243,0,15670,Akarawattha,Kuliyapitiya,Kurunegala,North Western Province,
B0244,0,10880,Akarawattha,Kuliyapitiya,Kurunegala,North Western Province,
B0245,0,850,Negambo unit,Negambo,Gampaha,Western Province,
B0246,0,1890,Negambo unit,Negambo,Gampaha,Western Province,
B0247,0,3000,Kurunegala,Kurunegala,Kurunegala,North Western Province,
B0247,3000,15910,Kiralabokka,Kurunegala,Kurunegala,North Western Province,
B0247,15910,54800,Nakkawatta,Kuliyapitiya,Kurunegala,North Western Province,5.0
B0247,54800,64560,Kokkawila,Chilaw,Chilaw,North Western Province,14.0
B0248,0,6275,Nugaduwa,Galle,Galle,Southern Province,
B0248,6275,21590,Baddegama,Galle,Galle,Southern Province,9.0
B0249,0,5610,Bambarakale,Nuwara Eliya,Nuwara Eliya,Central Province,
B0250,0,920,Pilleyardi,Batticaloa,Batticaloa,Eastern Province,
B0251,0,3600,Uda malala,Hambantota,Hambantota,Southern Province,
B0252,0,21720,Summerset,Nuwara Eliya,Nuwara Eliya,Central Province,
B0253,0,1730,Bulugolla,Kurunegala,Kurunegala,North Western Province,
B0254,0,3220,Pattiwila,Gampaha,Gampaha,Western Province,
B0255,0,290,Kokkawila,Chilaw,Chilaw,North Western Province,4.0
B0256,0,8200,Malpana,Kundasale,Kandy,Central Province,1.0
B0257,0,12310,Panwila,Kundasale,Kandy,Central Province,1.0
B0257,12310,20550,Matale,Matale,Matale,Central Province,1.0
B0258,0,12160,Dunupathanga,Maho,Kurunegala,North Western Province,
B0259,0,6470,Weerawila,Hambantota,Hambantota,Southern Province,
B0260,0,3450,Mulativu,Mullaitivu,Mullaitivu,Northern Province,
B0261,0,420,Ja-ela,Negambo,Gampaha,Western Province,
B0262,0,8630,Kadawatha,Gampaha,Gampaha,Western Province,
B0263,0,5555,Kaduwela,Colombo,Colombo,Western Province,
B0264,0,6000,Mawathagama,Kurunegala,Kurunegala,North Western Province,
B0264,6000,34340,Rambadagalla,Kurunegala,Kurunegala,North Western Province,
B0265,0,14600,Malwala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0266,0,5860,Samanthurai,Kalmunai,Akkaraipattu,Add.P Akkaraipattu,
B0267,0,6160,Homagama,Avissawella,Colombo,Western Province,
B0268,0,800,Changani,Jaffna,Jaffna,Northern Province,
B0268,800,11240,Jaffna,Jaffna,Jaffna,Northern Province,
B0268,11240,14160,Kaithadi,Point Pedro,Jaffna,Northern Province,
B0269,0,31870,Mankulam,Mullaitivu,Mullaitivu,Northern Province,
B0269,31870,39855,Vellankulam,Mannar,Vavuniya,Northern Province,
B0270,0,1860,Mannar town,Mannar,Vavuniya,Northern Province,
B0271,0,7436,Madampalla ,Negambo,Gampaha,Western Province,
B0272,0,10270,Walahapitiya,Chilaw,Chilaw,North Western Province,16.0
B0272,10270,19560,Paragammana,Kuliyapitiya,Kurunegala,North Western Province,
B0273,0,8685,Maskeliya,Norwood,Nuwara Eliya,Central Province,1.0
B0274,0,35160,Weragama,Matale,Matale,Central Province,
B0274,35160,43750,Kalugaga,Nalanda,Matale,Central Province,
B0275,0,22620,Welewatta,Matara,Matara,Southern Province,
B0276,0,6692,Changani,Jaffna,Jaffna,Northern Province,
B0277,0,2800,Changani,Jaffna,Jaffna,Northern Province,
B0278,0,13992,Molagoda,Kegalle,Kegalle,Sabaragamuwa Province,
B0279,0,20508,Molagoda,Kegalle,Kegalle,Sabaragamuwa Province,
B0279,20508,25378,Ulapane,Kadugannawa,Kandy,Central Province,
B0280,0,8300,Mawathagama,Kurunegala,Kurunegala,North Western Province,
B0281,0,8475,Mawathagama,Kurunegala,Kurunegala,North Western Province,
B0282,0,14865,Medawacchiya,Medawachchiya,Anuradhapura,North Central Province,1.0
B0282,14865,25810,Kebithigollewa,Medawachchiya,Anuradhapura,North Central Province,
B0282,25810,37600,Horawpathana,Medawachchiya,Anuradhapura,North Central Province,
B0283,0,19950,Medawacchiya,Medawachchiya,Anuradhapura,North Central Province,2.0
B0283,19950,25390,Kebithigollewa,Medawachchiya,Anuradhapura,North Central Province,
B0284,0,14535,Welewatta,Matara,Matara,Southern Province,
B0285,0,7240,Galagedara,Avissawella,Colombo,Western Province,
B0285,7240,18090,Ingiriya,Horana,Kalutara,Western Province,
B0286,0,3485,Tangalle,Tangalle,Hambantota,Southern Province,
B0286,3485,12090,Embilipitiya,Embilipitiya,Ratnapura,Sabaragamuwa Province,22.0
B0287,0,8590,Minneriya,Habarana,Polonnaruwa,North Central Province,
B0288,0,9000,Minuwangoda,Gampaha,Gampaha,Western Province,
B0288,9000,13265,Gampaha,Gampaha,Gampaha,Western Province,
B0289,0,3920,Minuwangoda,Gampaha,Gampaha,Western Province,
B0289,3920,12050,Negambo unit,Negambo,Gampaha,Western Province,
B0290,0,8200,Mirigama,Nittambuwa,Gampaha,Western Province,
B0291,0,3500,Navinna,Colombo,Colombo,Western Province,
B0292,0,7485,Gampaha,Gampaha,Gampaha,Western Province,
B0292,7485,10200,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0293,0,445,Pelwatta,Monaragala,Monaragala,UVA Province,
B0294,0,9891,Ambagaswewa,Habarana,Polonnaruwa,North Central Province,
B0295,0,2700,Ratmalana,Colombo,Colombo,Western Province,
B0295,2700,5070,Kesbewa,Avissawella,Colombo,Western Province,
B0296,0,22455,Kanagarayankulam,Vavuniya,Vavuniya,Northern Province,
B0296,22455,42680,Oddusuddan,Mullaitivu,Mullaitivu,Northern Province,
B0297,0,35500,Mulativu,Mullaitivu,Mullaitivu,Northern Province,
B0298,0,440,Pilleyardi,Batticaloa,Batticaloa,Eastern Province,
B0299,0,10000,Murunkan,Mannar,Vavuniya,Northern Province,
B0299,10000,15750,Murunkan,Mannar,Vavuniya,Northern Province,
B0300,0,5000,Kurunegala,Kurunegala,Kurunegala,North Western Province,
B0300,5000,18450,Kiribamuna,Kurunegala,Kurunegala,North Western Province,
B0301,0,2200,Mannar town,Mannar,Vavuniya,Northern Province,
B0302,0,3420,Kalutara,Kalutara,Kalutara,Western Province,
B0303,0,3590,Thalgaswala,Hiniduma,Galle,Southern Province,
B0304,0,10760,Naboda,Kalutara,Kalutara,Western Province,
B0304,10760,27080,Bellana,Agalawatta,Kalutara,Western Province,
B0304,27080,56150,Kalawellawa,Horana,Kalutara,Western Province,
B0305,0,2375,Jaffna,Jaffna,Jaffna,Northern Province,
B0306,0,2610,Kadugannawa,Kadugannawa,Kandy,Central Province,
B0307,0,754,CMC,Colombo,Colombo,Western Province,
B0307,754,3155,Nawala,Colombo,Colombo,Western Province,
B0308,0,38815,Metiyagane,Kuliyapitiya,Kurunegala,North Western Province,20.0
B0308,38815,44550,Haldaduwana,Chilaw,Chilaw,North Western Province,
B0309,0,11890,Welewatta,Matara,Matara,Southern Province,
B0310,0,3200,Madurawala,Horana,Kalutara,Western Province,
B0311,0,2780,Malpana,Kundasale,Kandy,Central Province,1.0
B0312,0,8330,Nalanda,Nalanda,Matale,Central Province,
B0312,8330,22260,Nalanda,Nalanda,Matale,Central Province,
B0312,22260,36100,Elahera,Habarana,Polonnaruwa,North Central Province,
B0312,36100,57100,Kalugaga,Nalanda,Matale,Central Province,
B0312,57100,61470,Hettipola,Nalanda,Matale,Central Province,
B0314,see map,6948,Changani,Jaffna,Jaffna,Northern Province,
B0315,0,1100,Jaffna,Jaffna,Jaffna,Northern Province,
B0316,0,1950,Navinna,Colombo,Colombo,Western Province,
B0317,0,10729,Ulapane,Kadugannawa,Kandy,Central Province,
B0317,10729,24110,Harangala,Norwood,Nuwara Eliya,Central Province,
B0317,24110,29710,Kotagala,Norwood,Nuwara Eliya,Central Province,
B0318,0,18720,Ulapane,Kadugannawa,Kandy,Central Province,
B0319,0,6910,Ulapane,Kadugannawa,Kandy,Central Province,
B0319,6910,12030,Norton Bridge,Norwood,Nuwara Eliya,Central Province,
B0320,0,12310,Thalgaswala,Hiniduma,Galle,Southern Province,
B0321,0,7940,Negambo unit,Negambo,Gampaha,Western Province,
B0321,7940,13100,Madampalla ,Negambo,Gampaha,Western Province,
B0322,0,10020,Negambo unit,Negambo,Gampaha,Western Province,
B0322,10020,34650,Madampalla ,Negambo,Gampaha,Western Province,
B0322,34650,38300,Mirigama,Nittambuwa,Gampaha,Western Province,
B0323,0,3630,Negambo unit,Negambo,Gampaha,Western Province,
B0324,0,4990,Negambo unit,Negambo,Gampaha,Western Province,
B0324,4990,20970,Madampalla ,Negambo,Gampaha,Western Province,
B0324,20970,30460,Mirigama,Nittambuwa,Gampaha,Western Province,
B0325,0,21615,Ulukkulam,Vavuniya,Vavuniya,Northern Province,
B0326,0,20990,Balalla,Maho,Kurunegala,North Western Province,
B0326,20990,48640,Koonwewa,Maho,Kurunegala,North Western Province,1.0
B0327,0,650,,Trincomalee,Trincomalee,Eastern Province,
B0328,0,5090,Norton Bridge,Norwood,Nuwara Eliya,Central Province,1.0
B0328,5090,16350,Maskeliya,Norwood,Nuwara Eliya,Central Province,1.0
B0329,0,15920,Norwood,Norwood,Nuwara Eliya,Central Province,1.0
B0330,0,9925,Norwood,Norwood,Nuwara Eliya,Central Province,
B0330,9925,12155,Maskeliya,Norwood,Nuwara Eliya,Central Province,
B0331,0,9202,Bambarakale,Nuwara Eliya,Nuwara Eliya,Central Province,
B0332,0,12900,Bambarakale,Nuwara Eliya,Nuwara Eliya,Central Province,
B0332,12900,41610,Walapane,Hanguranketa,Nuwara Eliya,Central Province,
B0332,41610,44950,Mirahawatta,Bandarawela,Badulla,UVA Province,
B0333,0,9490,Walachchenei,Batticaloa,Batticaloa,Eastern Province,
B0334,0,9280,Oddusuddan,Mullaitivu,Mullaitivu,Northern Province,
B0334,9280,10680,Kanagarayankulam,Vavuniya,Vavuniya,Northern Province,
B0335,0,720,Navinna,Colombo,Colombo,Western Province,
B0336,0,660,,Gampaha,Gampaha,Western Province,
B0337,0,7350,Pilleyardi,Batticaloa,Batticaloa,Eastern Province,
B0338,0,2840,Welewatta,Matara,Matara,Southern Province,
B0339,0,29770,Pagal owita,Pelmadulla,Ratnapura,Sabaragamuwa Province,
B0339,29770,33275,Norwood,Norwood,Nuwara Eliya,Central Province,1.0
B0340,0,3430,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0341,0,6760,Thisa Wewa,Anuradhapura,Anuradhapura,North Central Province,
B0341,6760,8950,Mankadawala,Anuradhapura,Anuradhapura,North Central Province,
B0342,0,14225,Padaviya,Medawachchiya,Anuradhapura,North Central Province,2.0
B0343,0,8910,Padaviya,Medawachchiya,Anuradhapura,North Central Province,1.0
B0344,0,6050,Kalawanchikudi,Batticaloa,Batticaloa,Eastern Province,
B0345,0,1550,Nawala,Colombo,Colombo,Western Province,
B0346,0,7970,Dombawela,Matale,Matale,Central Province,
B0346,7970,18735,Nalanda,Nalanda,Matale,Central Province,
B0346,18735,30500,Beligamuwa,Nalanda,Matale,Central Province,
B0347,0,7610,Muthur,Trincomalee,Trincomalee,Eastern Province,
B0348,0,7330,Galkulama,Puttalam,Chilaw,North Western Province,
B0349,0,40480,Palawi,Puttalam,Chilaw,North Western Province,
B0350,0,12330,Ampara,Ampara,Ampara,Add.P Akkaraipattu,
B0351,0,12360,Balawinna,Embilipitiya,Ratnapura,Sabaragamuwa Province,
B0351,12360,12500,Molamure,Pelmadulla,Ratnapura,Sabaragamuwa Province,
B0352,0,1380,Mannar town,Mannar,Vavuniya,Northern Province,
B0353,0,14960,Mirahawatta,Bandarawela,Badulla,UVA Province,
B0353,14960,26660,Ella,Bandarawela,Badulla,UVA Province,
B0354,0,6530,Galagedara,Avissawella,Colombo,Western Province,
B0355,0,16102,Pottuvil,Akkaraipattu,Akkaraipattu,Add.P Akkaraipattu,
B0356,0,16280,Paragammana,Kuliyapitiya,Kurunegala,North Western Province,2.0
B0357,0,20000,Kilinochchi town,Kilinochchi,Mullaitivu,Northern Province,
B0357,20000,25790,Nallur,Kilinochchi,Mullaitivu,Northern Province,
B0358,0,5100,Yatiyanthota,Ruwanwella,Kegalle,Sabaragamuwa Province,
B0359,0,4960,Debadda,Badulla,Badulla,UVA Province,
B0359,4960,29150,Pelwatta,Monaragala,Monaragala,UVA Province,
B0360,0,29090,Debadda,Badulla,Badulla,UVA Province,
B0361,0,6680,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0362,0,1800,,Gampaha,Gampaha,Western Province,
B0363,0,23950,Horawala,Agalawatta,Kalutara,Western Province,
B0363,23950,36290,Malgalla,Hiniduma,Galle,Southern Province,
B0363,36290,52210,Porupitiya,Deniyaya,Matara,Southern Province,2.0
B0364,0,21800,Gatambe,Kandy,Kandy,Central Province,
B0364,21800,32450,Tennekumbura,Kandy,Kandy,Central Province,
B0364,32450,50260,Rikillagaskada,Hanguranketa,Nuwara Eliya,Central Province,
B0365,0,2840,Gatambe,Kandy,Kandy,Central Province,
B0365,2840,9890,Aladeniya,Kandy,Kandy,Central Province,
B0366,0,2240,Pudawelkattu,Trincomalee,Trincomalee,Eastern Province,
B0367,0,7330,Kesbewa,Avissawella,Colombo,Western Province,
B0368,0,4075,Nawala,Colombo,Colombo,Western Province,
B0369,0,5080,Panwila,Kundasale,Kandy,Central Province,1.0
B0370,0,4700,Mandan,Point Pedro,Jaffna,Northern Province,
B0371,0,12840,Mandan,Point Pedro,Jaffna,Northern Province,
B0371,12840,29150,Paranthan,Kilinochchi,Mullaitivu,Northern Province,
B0372,0,1290,Hali-Ela,Badulla,Badulla,UVA Province,
B0373,0,3225,Medawacchiya,Medawachchiya,Anuradhapura,North Central Province,1.0
B0374,0,17560,Pottuvil,Akkaraipattu,Akkaraipattu,Add.P Akkaraipattu,
B0375,0,1660,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0376,0,120,Tangalle,Tangalle,Hambantota,Southern Province,
B0377,0,7670,Palipana,Kandy,Kandy,Central Province,
B0378,0,10890,Madhu,Mannar,Vavuniya,Northern Province,
B0379,0,3000,Puttalam,Puttalam,Chilaw,North Western Province,
B0379,3000,65970,Wanathawilluwa,Puttalam,Chilaw,North Western Province,
B0380,0,11270,Jaffna,Jaffna,Jaffna,Northern Province,
B0380,11270,12780,Changani,Jaffna,Jaffna,Northern Province,
B0381,0,3220,Summerset,Nuwara Eliya,Nuwara Eliya,Central Province,
B0382,0,3520,Ja-ela,Negambo,Gampaha,Western Province,
B0383,0,1180,Rakwana,Embilipitiya,Ratnapura,Sabaragamuwa Province,
B0384,0,9900,Rambukkana,Kegalle,Kegalle,Sabaragamuwa Province,
B0385,0,14050,Rambukkana,Kegalle,Kegalle,Sabaragamuwa Province,
B0385,14050,16525,Molagoda,Kegalle,Kegalle,Sabaragamuwa Province,
B0386,0,190,Gampaha,Gampaha,Gampaha,Western Province,
B0387,0,15440,Tangalle,Tangalle,Hambantota,Southern Province,
B0388,0,2000,Ratmalana,Colombo,Colombo,Western Province,
B0389,0,5290,Ratmalana,Colombo,Colombo,Western Province,
B0389,5290,7800,Navinna,Colombo,Colombo,Western Province,
B0390,0,20350,Malwala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0391,0,26660,Malwala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0392,0,11560,Weragama,Matale,Matale,Central Province,
B0393,0,2010,Rambadagalla,Kurunegala,Kurunegala,North Western Province,
B0394,0,see map,Weerawila,Hambantota,Hambantota,Southern Province,
B0395,0,seemap,Puttalam,Puttalam,Chilaw,North Western Province,
B0396,0,9580,Ella,Bandarawela,Badulla,UVA Province,
B0397,0,890,Mankadawala,Anuradhapura,Anuradhapura,North Central Province,
B0398,0,7985,Changani,Jaffna,Jaffna,Northern Province,
B0399,0,3321,Jaffna,Jaffna,Jaffna,Northern Province,
B0400,0,5010,Negambo unit,Negambo,Gampaha,Western Province,
B0400,5010,12580,Minuwangoda,Gampaha,Gampaha,Western Province,
B0401,0,4000,Kadawatha,Gampaha,Gampaha,Western Province,
B0402,0,7260,Paranthan,Kilinochchi,Mullaitivu,Northern Province,
B0403,0,16970,Mannar town,Mannar,Vavuniya,Northern Province,
B0403,16970,48060,Murunkan,Mannar,Vavuniya,Northern Province,
B0404,0,520,Madurawala,Horana,Kalutara,Western Province,
B0405,0,730,Madurawala,Horana,Kalutara,Western Province,
B0406,0,6550,Kotagala,Norwood,Nuwara Eliya,Central Province,
B0407,0,2260,Negambo unit,Negambo,Gampaha,Western Province,
B0408,0,5000,Dehiowita,Ruwanwella,Kegalle,Sabaragamuwa Province,
B0408,5000,13800,Morawatta,Ruwanwella,Kegalle,Sabaragamuwa Province,
B0408,13800,17200,Pugoda,Nittambuwa,Gampaha,Western Province,
B0409,0,14975,Rambadagalla,Kurunegala,Kurunegala,North Western Province,
B0409,14975,26260,Dombawela,Matale,Matale,Central Province,
B0410,0,13750,Tangalle,Tangalle,Hambantota,Southern Province,24.0
B0411,0,9405,Malgalla,Hiniduma,Galle,Southern Province,
B0412,0,24455,Ramboda,Nuwara Eliya,Nuwara Eliya,Central Province,
B0412,24455,32200,Summerset,Nuwara Eliya,Nuwara Eliya,Central Province,
B0413,0,22140,Tennekumbura,Kandy,Kandy,Central Province,
B0413,22140,39190,Rikillagaskada,Hanguranketa,Nuwara Eliya,Central Province,
B0413,39190,54885,Keerthibandarapura,Hanguranketa,Nuwara Eliya,Central Province,
B0413,54885,70760,Walapane,Hanguranketa,Nuwara Eliya,Central Province,
B0414,0,1210,Jaffna,Jaffna,Jaffna,Northern Province,
B0414,1210,2770,Changani,Jaffna,Jaffna,Northern Province,
B0415,0,11330,Welewatta,Matara,Matara,Southern Province,
B0415,11330,53980,Beragama,Deniyaya,Matara,Southern Province,32.0
B0415,53980,65130,Porupitiya,Deniyaya,Matara,Southern Province,2.0
B0416,0,5370,Nittambuwa,Nittambuwa,Gampaha,Western Province,
